YAL003W	R-SCE-156842	https://reactome.org/PathwayBrowser/#/R-SCE-156842	Eukaryotic Translation Elongation	IEA	Saccharomyces cerevisiae
YAL012W	R-SCE-1614558	https://reactome.org/PathwayBrowser/#/R-SCE-1614558	Degradation of cysteine and homocysteine	IEA	Saccharomyces cerevisiae
YAL012W	R-SCE-1614603	https://reactome.org/PathwayBrowser/#/R-SCE-1614603	Cysteine formation from homocysteine	IEA	Saccharomyces cerevisiae
YAL015C	R-SCE-110329	https://reactome.org/PathwayBrowser/#/R-SCE-110329	Cleavage of the damaged pyrimidine 	IEA	Saccharomyces cerevisiae
YAL015C	R-SCE-110357	https://reactome.org/PathwayBrowser/#/R-SCE-110357	Displacement of DNA glycosylase by APEX1	IEA	Saccharomyces cerevisiae
YAL016W	R-SCE-198753	https://reactome.org/PathwayBrowser/#/R-SCE-198753	ERK/MAPK targets	IEA	Saccharomyces cerevisiae
YAL016W	R-SCE-202670	https://reactome.org/PathwayBrowser/#/R-SCE-202670	ERKs are inactivated	IEA	Saccharomyces cerevisiae
YAL016W	R-SCE-389513	https://reactome.org/PathwayBrowser/#/R-SCE-389513	CTLA4 inhibitory signaling	IEA	Saccharomyces cerevisiae
YAL016W	R-SCE-6811558	https://reactome.org/PathwayBrowser/#/R-SCE-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	IEA	Saccharomyces cerevisiae
YAL026C	R-SCE-6798695	https://reactome.org/PathwayBrowser/#/R-SCE-6798695	Neutrophil degranulation	IEA	Saccharomyces cerevisiae
YAL026C	R-SCE-936837	https://reactome.org/PathwayBrowser/#/R-SCE-936837	Ion transport by P-type ATPases	IEA	Saccharomyces cerevisiae
YAL029C	R-SCE-194840	https://reactome.org/PathwayBrowser/#/R-SCE-194840	Rho GTPase cycle	IEA	Saccharomyces cerevisiae
YAL029C	R-SCE-2029482	https://reactome.org/PathwayBrowser/#/R-SCE-2029482	Regulation of actin dynamics for phagocytic cup formation	IEA	Saccharomyces cerevisiae
YAL029C	R-SCE-8985586	https://reactome.org/PathwayBrowser/#/R-SCE-8985586	SLIT2:ROBO1 increases RHOA activity	IEA	Saccharomyces cerevisiae
YAL030W	R-SCE-6798695	https://reactome.org/PathwayBrowser/#/R-SCE-6798695	Neutrophil degranulation	IEA	Saccharomyces cerevisiae
YAL030W	R-SCE-6811440	https://reactome.org/PathwayBrowser/#/R-SCE-6811440	Retrograde transport at the Trans-Golgi-Network	IEA	Saccharomyces cerevisiae
YAL030W	R-SCE-8856825	https://reactome.org/PathwayBrowser/#/R-SCE-8856825	Cargo recognition for clathrin-mediated endocytosis	IEA	Saccharomyces cerevisiae
YAL035W	R-SCE-72706	https://reactome.org/PathwayBrowser/#/R-SCE-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	IEA	Saccharomyces cerevisiae
YAL038W	R-SCE-6798695	https://reactome.org/PathwayBrowser/#/R-SCE-6798695	Neutrophil degranulation	IEA	Saccharomyces cerevisiae
YAL038W	R-SCE-70171	https://reactome.org/PathwayBrowser/#/R-SCE-70171	Glycolysis	IEA	Saccharomyces cerevisiae
YAL041W	R-SCE-114604	https://reactome.org/PathwayBrowser/#/R-SCE-114604	GPVI-mediated activation cascade	IEA	Saccharomyces cerevisiae
YAL041W	R-SCE-1433557	https://reactome.org/PathwayBrowser/#/R-SCE-1433557	Signaling by SCF-KIT	IEA	Saccharomyces cerevisiae
YAL041W	R-SCE-193648	https://reactome.org/PathwayBrowser/#/R-SCE-193648	NRAGE signals death through JNK	IEA	Saccharomyces cerevisiae
YAL041W	R-SCE-194840	https://reactome.org/PathwayBrowser/#/R-SCE-194840	Rho GTPase cycle	IEA	Saccharomyces cerevisiae
YAL041W	R-SCE-416482	https://reactome.org/PathwayBrowser/#/R-SCE-416482	G alpha (12/13) signalling events	IEA	Saccharomyces cerevisiae
YAL041W	R-SCE-4420097	https://reactome.org/PathwayBrowser/#/R-SCE-4420097	VEGFA-VEGFR2 Pathway	IEA	Saccharomyces cerevisiae
YAL041W	R-SCE-445144	https://reactome.org/PathwayBrowser/#/R-SCE-445144	Signal transduction by L1	IEA	Saccharomyces cerevisiae
YAL041W	R-SCE-5218920	https://reactome.org/PathwayBrowser/#/R-SCE-5218920	VEGFR2 mediated vascular permeability	IEA	Saccharomyces cerevisiae
YAL044C	R-SCE-389661	https://reactome.org/PathwayBrowser/#/R-SCE-389661	Glyoxylate metabolism and glycine degradation	IEA	Saccharomyces cerevisiae
YAL044C	R-SCE-6783984	https://reactome.org/PathwayBrowser/#/R-SCE-6783984	Glycine degradation	IEA	Saccharomyces cerevisiae
YAL048C	R-SCE-194840	https://reactome.org/PathwayBrowser/#/R-SCE-194840	Rho GTPase cycle	IEA	Saccharomyces cerevisiae
YAL049C	R-SCE-211945	https://reactome.org/PathwayBrowser/#/R-SCE-211945	Phase I - Functionalization of compounds	IEA	Saccharomyces cerevisiae
YAL054C	R-SCE-177128	https://reactome.org/PathwayBrowser/#/R-SCE-177128	Conjugation of salicylate with glycine	IEA	Saccharomyces cerevisiae
YAL054C	R-SCE-177135	https://reactome.org/PathwayBrowser/#/R-SCE-177135	Conjugation of benzoate with glycine	IEA	Saccharomyces cerevisiae
YAL054C	R-SCE-177162	https://reactome.org/PathwayBrowser/#/R-SCE-177162	Conjugation of phenylacetate with glutamine	IEA	Saccharomyces cerevisiae
YAL054C	R-SCE-2151201	https://reactome.org/PathwayBrowser/#/R-SCE-2151201	Transcriptional activation of mitochondrial biogenesis	IEA	Saccharomyces cerevisiae
YAL054C	R-SCE-71384	https://reactome.org/PathwayBrowser/#/R-SCE-71384	Ethanol oxidation	IEA	Saccharomyces cerevisiae
YAL054C	R-SCE-77111	https://reactome.org/PathwayBrowser/#/R-SCE-77111	Synthesis of Ketone Bodies	IEA	Saccharomyces cerevisiae
YAL058W	R-SCE-901042	https://reactome.org/PathwayBrowser/#/R-SCE-901042	Calnexin/calreticulin cycle	IEA	Saccharomyces cerevisiae
YAL062W	R-SCE-2151201	https://reactome.org/PathwayBrowser/#/R-SCE-2151201	Transcriptional activation of mitochondrial biogenesis	IEA	Saccharomyces cerevisiae
YAL062W	R-SCE-70614	https://reactome.org/PathwayBrowser/#/R-SCE-70614	Amino acid synthesis and interconversion (transamination)	IEA	Saccharomyces cerevisiae
YAR002C-A	R-SCE-6811434	https://reactome.org/PathwayBrowser/#/R-SCE-6811434	COPI-dependent Golgi-to-ER retrograde traffic	IEA	Saccharomyces cerevisiae
YAR003W	R-SCE-8951664	https://reactome.org/PathwayBrowser/#/R-SCE-8951664	Neddylation	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-110312	https://reactome.org/PathwayBrowser/#/R-SCE-110312	Translesion synthesis by REV1	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-110314	https://reactome.org/PathwayBrowser/#/R-SCE-110314	Recognition of DNA damage by PCNA-containing replication complex	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-110320	https://reactome.org/PathwayBrowser/#/R-SCE-110320	Translesion Synthesis by POLH	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-3108214	https://reactome.org/PathwayBrowser/#/R-SCE-3108214	SUMOylation of DNA damage response and repair proteins	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-5651801	https://reactome.org/PathwayBrowser/#/R-SCE-5651801	PCNA-Dependent Long Patch Base Excision Repair	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-5655862	https://reactome.org/PathwayBrowser/#/R-SCE-5655862	Translesion synthesis by POLK	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-5656121	https://reactome.org/PathwayBrowser/#/R-SCE-5656121	Translesion synthesis by POLI	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-5656169	https://reactome.org/PathwayBrowser/#/R-SCE-5656169	Termination of translesion DNA synthesis	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-5696395	https://reactome.org/PathwayBrowser/#/R-SCE-5696395	Formation of Incision Complex in GG-NER	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-5696397	https://reactome.org/PathwayBrowser/#/R-SCE-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-5696400	https://reactome.org/PathwayBrowser/#/R-SCE-5696400	Dual Incision in GG-NER	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-6782135	https://reactome.org/PathwayBrowser/#/R-SCE-6782135	Dual incision in TC-NER	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-6782210	https://reactome.org/PathwayBrowser/#/R-SCE-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	IEA	Saccharomyces cerevisiae
YAR007C	R-SCE-68962	https://reactome.org/PathwayBrowser/#/R-SCE-68962	Activation of the pre-replicative complex	IEA	Saccharomyces cerevisiae
